c
c test max format
10000.0 -509 -523 0
10000.0 -509 -524 0
10000.0 -509 -525 0
10000.0 -509 -526 0
10000.0 -509 -527 0
10000.0 -509 -528 0
10000.0 -509 -529 0
10000.0 -509 -530 0
10000.0 -510 -511 0
10000.0 -510 -512 0
10000.0 -510 -513 0
10000.0 -510 -514 0
10000.0 -510 -515 0
10000.0 -510 -516 0
10000.0 -510 -517 0
10000.0 -510 -518 0
10000.0 -510 -519 0
10000.0 -510 -520 0
10000.0 -510 -521 0
10000.0 -510 -522 0
10000.0 -510 -523 0
10000.0 -510 -524 0
10000.0 -510 -525 0
10000.0 -510 -526 0
10000.0 -510 -527 0
10000.0 -510 -528 0
10000.0 -510 -529 0
10000.0 -510 -530 0
10000.0 -511 -512 0
10000.0 -511 -513 0
10000.0 -511 -514 0
10000.0 -511 -515 0
10000.0 -511 -516 0
10000.0 -511 -517 0
10000.0 -511 -518 0
10000.0 -511 -519 0
10000.0 -511 -520 0
10000.0 -511 -521 0
10000.0 -511 -522 0
10000.0 -511 -523 0
10000.0 -511 -524 0
10000.0 -511 -525 0
10000.0 -511 -526 0
10000.0 -511 -527 0
10000.0 -511 -528 0
10000.0 -511 -529 0
10000.0 -511 -530 0
10000.0 -512 -513 0
10000.0 -512 -514 0
10000.0 -512 -515 0
10000.0 -512 -516 0
10000.0 -512 -517 0
10000.0 -512 -518 0
10000.0 -512 -519 0
10000.0 -512 -520 0
10000.0 -512 -521 0
10000.0 -512 -522 0
10000.0 -512 -523 0
10000.0 -512 -524 0
10000.0 -512 -525 0
10000.0 -512 -526 0
10000.0 -512 -527 0
10000.0 -512 -528 0
10000.0 -512 -529 0
10000.0 -512 -530 0
10000.0 -513 -514 0
10000.0 -513 -515 0
10000.0 -513 -516 0
10000.0 -513 -517 0
10000.0 -513 -518 0
10000.0 -513 -519 0
10000.0 -513 -520 0
10000.0 -513 -521 0
10000.0 -513 -522 0
10000.0 -513 -523 0
10000.0 -513 -524 0
10000.0 -513 -525 0
10000.0 -513 -526 0
10000.0 -513 -527 0
10000.0 -513 -528 0
10000.0 -513 -529 0
10000.0 -513 -530 0
10000.0 -514 -515 0
10000.0 -514 -516 0
10000.0 -514 -517 0
10000.0 -514 -518 0
10000.0 -514 -519 0
10000.0 -514 -520 0
10000.0 -514 -521 0
10000.0 -514 -522 0
10000.0 -514 -523 0
10000.0 -514 -524 0
10000.0 -514 -525 0
10000.0 -514 -526 0
10000.0 -514 -527 0
10000.0 -514 -528 0
10000.0 -514 -529 0
10000.0 -514 -530 0
10000.0 -515 -516 0
10000.0 -515 -517 0
10000.0 -515 -518 0
10000.0 -515 -519 0
10000.0 -515 -520 0
10000.0 -515 -521 0
10000.0 -515 -522 0
10000.0 -515 -523 0
10000.0 -515 -524 0
10000.0 -515 -525 0
10000.0 -515 -526 0
10000.0 -515 -527 0
10000.0 -515 -528 0
10000.0 -515 -529 0
10000.0 -515 -530 0
10000.0 -516 -517 0
10000.0 -516 -518 0
10000.0 -516 -519 0
10000.0 -516 -520 0
10000.0 -516 -521 0
10000.0 -516 -522 0
10000.0 -516 -523 0
10000.0 -516 -524 0
10000.0 -516 -525 0
10000.0 -516 -526 0
10000.0 -516 -527 0
10000.0 -516 -528 0
10000.0 -516 -529 0
10000.0 -516 -530 0
10000.0 -517 -518 0
10000.0 -517 -519 0
10000.0 -517 -520 0
10000.0 -517 -521 0
10000.0 -517 -522 0
10000.0 -517 -523 0
10000.0 -517 -524 0
10000.0 -517 -525 0
10000.0 -517 -526 0
10000.0 -517 -527 0
10000.0 -517 -528 0
10000.0 -517 -529 0
10000.0 -517 -530 0
10000.0 -518 -519 0
10000.0 -518 -520 0
10000.0 -518 -521 0
10000.0 -518 -522 0
10000.0 -518 -523 0
10000.0 -518 -524 0
10000.0 -518 -525 0
10000.0 -518 -526 0
10000.0 -518 -527 0
10000.0 -518 -528 0
10000.0 -518 -529 0
10000.0 -518 -530 0
10000.0 -519 -520 0
10000.0 -519 -521 0
10000.0 -519 -522 0
10000.0 -519 -523 0
10000.0 -519 -524 0
10000.0 -519 -525 0
10000.0 -519 -526 0
10000.0 -519 -527 0
10000.0 -519 -528 0
10000.0 -519 -529 0
10000.0 -519 -530 0
10000.0 -520 -521 0
10000.0 -520 -522 0
10000.0 -520 -523 0
10000.0 -520 -524 0
10000.0 -520 -525 0
10000.0 -520 -526 0
10000.0 -520 -527 0
10000.0 -520 -528 0
10000.0 -520 -529 0
10000.0 -520 -530 0
10000.0 -521 -522 0
10000.0 -521 -523 0
10000.0 -521 -524 0
10000.0 -521 -525 0
10000.0 -521 -526 0
10000.0 -521 -527 0
10000.0 -521 -528 0
10000.0 -521 -529 0
10000.0 -521 -530 0
10000.0 -522 -523 0
10000.0 -522 -524 0
10000.0 -522 -525 0
10000.0 -522 -526 0
10000.0 -522 -527 0
10000.0 -522 -528 0
10000.0 -522 -529 0
10000.0 -522 -530 0
10000.0 -523 -524 0
10000.0 -523 -525 0
10000.0 -523 -526 0
10000.0 -523 -527 0
10000.0 -523 -528 0
10000.0 -523 -529 0
10000.0 -523 -530 0
10000.0 -524 -525 0
10000.0 -524 -526 0
10000.0 -524 -527 0
10000.0 -524 -528 0
10000.0 -524 -529 0
10000.0 -524 -530 0
10000.0 -525 -526 0
10000.0 -525 -527 0
10000.0 -525 -528 0
10000.0 -525 -529 0
10000.0 -525 -530 0
10000.0 -526 -527 0
10000.0 -526 -528 0
10000.0 -526 -529 0
10000.0 -526 -530 0
10000.0 -527 -528 0
10000.0 -527 -529 0
10000.0 -527 -530 0
10000.0 -528 -529 0
10000.0 -528 -530 0
10000.0 -529 -530 0
10000.0 -531 -532 0
10000.0 -531 -533 0
10000.0 -531 -534 0
10000.0 -531 -535 0
10000.0 -531 -536 0
10000.0 -531 -537 0
10000.0 -531 -538 0
10000.0 -531 -539 0
10000.0 -531 -540 0
10000.0 -531 -541 0
10000.0 -531 -542 0
10000.0 -531 -543 0
10000.0 -531 -544 0
10000.0 -531 -545 0
10000.0 -531 -546 0
10000.0 -531 -547 0
10000.0 -531 -548 0
10000.0 -531 -549 0
10000.0 -531 -550 0
10000.0 -531 -551 0
10000.0 -531 -552 0
10000.0 -531 -553 0
10000.0 -531 -554 0
10000.0 -531 -555 0
10000.0 -531 -556 0
10000.0 -531 -557 0
10000.0 -531 -558 0
10000.0 -531 -559 0
10000.0 -531 -560 0
10000.0 -531 -561 0
10000.0 -531 -562 0
10000.0 -531 -563 0
10000.0 -531 -564 0
10000.0 -531 -565 0
10000.0 -531 -566 0
10000.0 -531 -567 0
10000.0 -531 -568 0
10000.0 -531 -569 0
10000.0 -531 -570 0
10000.0 -531 -571 0
10000.0 -531 -572 0
10000.0 -531 -573 0
10000.0 -531 -574 0
10000.0 -531 -575 0
10000.0 -531 -576 0
10000.0 -531 -577 0
10000.0 -531 -578 0
10000.0 -531 -579 0
10000.0 -531 -580 0
10000.0 -531 -581 0
10000.0 -531 -582 0
10000.0 -531 -583 0
10000.0 -531 -584 0
10000.0 -531 -585 0
10000.0 -531 -586 0
10000.0 -531 -587 0
10000.0 -531 -588 0
10000.0 -531 -589 0
10000.0 -531 -590 0
10000.0 -531 -591 0
10000.0 -531 -592 0
10000.0 -532 -533 0
10000.0 -532 -534 0
10000.0 -532 -535 0
10000.0 -532 -536 0
10000.0 -532 -537 0
10000.0 -532 -538 0
10000.0 -532 -539 0
10000.0 -532 -540 0
10000.0 -532 -541 0
10000.0 -532 -542 0
10000.0 -532 -543 0
10000.0 -532 -544 0
10000.0 -532 -545 0
10000.0 -532 -546 0
10000.0 -532 -547 0
10000.0 -532 -548 0
10000.0 -532 -549 0
10000.0 -532 -550 0
10000.0 -532 -551 0
10000.0 -532 -552 0
10000.0 -532 -553 0
10000.0 -532 -554 0
10000.0 -532 -555 0
10000.0 -532 -556 0
10000.0 -532 -557 0
10000.0 -532 -558 0
10000.0 -532 -559 0
10000.0 -532 -560 0
10000.0 -532 -561 0
10000.0 -532 -562 0
10000.0 -532 -563 0
10000.0 -532 -564 0
10000.0 -532 -565 0
10000.0 -532 -566 0
10000.0 -532 -567 0
10000.0 -532 -568 0
10000.0 -532 -569 0
10000.0 -532 -570 0
10000.0 -532 -571 0
10000.0 -532 -572 0
10000.0 -532 -573 0
10000.0 -532 -574 0
10000.0 -532 -575 0
10000.0 -532 -576 0
10000.0 -532 -577 0
10000.0 -532 -578 0
10000.0 -532 -579 0
10000.0 -532 -580 0
10000.0 -532 -581 0
10000.0 -532 -582 0
10000.0 -532 -583 0
10000.0 -532 -584 0
10000.0 -532 -585 0
10000.0 -532 -586 0
10000.0 -532 -587 0
10000.0 -532 -588 0
10000.0 -532 -589 0
10000.0 -532 -590 0
10000.0 -532 -591 0
10000.0 -532 -592 0
10000.0 -533 -534 0
10000.0 -533 -535 0
10000.0 -533 -536 0
10000.0 -533 -537 0
10000.0 -533 -538 0
10000.0 -533 -539 0
10000.0 -533 -540 0
10000.0 -533 -541 0
10000.0 -533 -542 0
10000.0 -533 -543 0
10000.0 -533 -544 0
10000.0 -533 -545 0
10000.0 -533 -546 0
10000.0 -533 -547 0
10000.0 -533 -548 0
10000.0 -533 -549 0
10000.0 -533 -550 0
10000.0 -533 -551 0
10000.0 -533 -552 0
10000.0 -533 -553 0
10000.0 -533 -554 0
10000.0 -533 -555 0
10000.0 -533 -556 0
10000.0 -533 -557 0
10000.0 -533 -558 0
10000.0 -533 -559 0
10000.0 -533 -560 0
10000.0 -533 -561 0
10000.0 -533 -562 0
10000.0 -533 -563 0
10000.0 -533 -564 0
10000.0 -533 -565 0
10000.0 -533 -566 0
10000.0 -533 -567 0
10000.0 -533 -568 0
10000.0 -533 -569 0
10000.0 -533 -570 0
10000.0 -533 -571 0
10000.0 -533 -572 0
10000.0 -533 -573 0
10000.0 -533 -574 0
10000.0 -533 -575 0
10000.0 -533 -576 0
10000.0 -533 -577 0
10000.0 -533 -578 0
10000.0 -533 -579 0
10000.0 -533 -580 0
10000.0 -533 -581 0
10000.0 -533 -582 0
10000.0 -533 -583 0
10000.0 -533 -584 0
10000.0 -533 -585 0
10000.0 -533 -586 0
10000.0 -533 -587 0
10000.0 -533 -588 0
10000.0 -533 -589 0
10000.0 -533 -590 0
10000.0 -533 -591 0
10000.0 -533 -592 0
10000.0 -534 -535 0
10000.0 -534 -536 0
10000.0 -534 -537 0
10000.0 -534 -538 0
10000.0 -534 -539 0
10000.0 -534 -540 0
10000.0 -534 -541 0
10000.0 -534 -542 0
10000.0 -534 -543 0
10000.0 -534 -544 0
10000.0 -534 -545 0
10000.0 -534 -546 0
10000.0 -534 -547 0
10000.0 -534 -548 0
10000.0 -534 -549 0
10000.0 -534 -550 0
10000.0 -534 -551 0
10000.0 -534 -552 0
10000.0 -534 -553 0
10000.0 -534 -554 0
10000.0 -534 -555 0
10000.0 -534 -556 0
10000.0 -534 -557 0
10000.0 -534 -558 0
10000.0 -534 -559 0
10000.0 -534 -560 0
10000.0 -534 -561 0
10000.0 -534 -562 0
10000.0 -534 -563 0
10000.0 -534 -564 0
10000.0 -534 -565 0
10000.0 -534 -566 0
10000.0 -534 -567 0
10000.0 -534 -568 0
10000.0 -534 -569 0
10000.0 -534 -570 0
10000.0 -534 -571 0
10000.0 -534 -572 0
10000.0 -534 -573 0
10000.0 -534 -574 0
10000.0 -534 -575 0
10000.0 -534 -576 0
10000.0 -534 -577 0
10000.0 -534 -578 0
10000.0 -534 -579 0
10000.0 -534 -580 0
10000.0 -534 -581 0
10000.0 -534 -582 0
10000.0 -534 -583 0
10000.0 -534 -584 0
10000.0 -534 -585 0
10000.0 -534 -586 0
10000.0 -534 -587 0
10000.0 -534 -588 0
10000.0 -534 -589 0
10000.0 -534 -590 0
10000.0 -534 -591 0
10000.0 -534 -592 0
10000.0 -535 -536 0
10000.0 -535 -537 0
10000.0 -535 -538 0
10000.0 -535 -539 0
10000.0 -535 -540 0
10000.0 -535 -541 0
10000.0 -535 -542 0
10000.0 -535 -543 0
10000.0 -535 -544 0
10000.0 -535 -545 0
10000.0 -535 -546 0
10000.0 -535 -547 0
10000.0 -535 -548 0
10000.0 -535 -549 0
10000.0 -535 -550 0
10000.0 -535 -551 0
10000.0 -535 -552 0
10000.0 -535 -553 0
10000.0 -535 -554 0
10000.0 -535 -555 0
10000.0 -535 -556 0
10000.0 -535 -557 0
10000.0 -535 -558 0
10000.0 -535 -559 0
10000.0 -535 -560 0
10000.0 -535 -561 0
10000.0 -535 -562 0
10000.0 -535 -563 0
10000.0 -535 -564 0
10000.0 -535 -565 0
10000.0 -535 -566 0
10000.0 -535 -567 0
10000.0 -535 -568 0
10000.0 -535 -569 0
10000.0 -535 -570 0
10000.0 -535 -571 0
10000.0 -535 -572 0
10000.0 -535 -573 0
10000.0 -535 -574 0
10000.0 -535 -575 0
10000.0 -535 -576 0
10000.0 -535 -577 0
10000.0 -535 -578 0
10000.0 -535 -579 0
10000.0 -535 -580 0
10000.0 -535 -581 0
10000.0 -535 -582 0
10000.0 -535 -583 0
10000.0 -535 -584 0
10000.0 -535 -585 0
10000.0 -535 -586 0
10000.0 -535 -587 0
10000.0 -535 -588 0
10000.0 -535 -589 0
10000.0 -535 -590 0
10000.0 -535 -591 0
10000.0 -535 -592 0
10000.0 -536 -537 0
10000.0 -536 -538 0
10000.0 -536 -539 0
10000.0 -536 -540 0
10000.0 -536 -541 0
10000.0 -536 -542 0
10000.0 -536 -543 0
10000.0 -536 -544 0
10000.0 -536 -545 0
10000.0 -536 -546 0
10000.0 -536 -547 0
10000.0 -536 -548 0
10000.0 -536 -549 0
10000.0 -536 -550 0
10000.0 -536 -551 0
10000.0 -536 -552 0
10000.0 -536 -553 0
10000.0 -536 -554 0
10000.0 -536 -555 0
10000.0 -536 -556 0
10000.0 -536 -557 0
10000.0 -536 -558 0
10000.0 -536 -559 0
10000.0 -536 -560 0
10000.0 -536 -561 0
10000.0 -536 -562 0
10000.0 -536 -563 0
10000.0 -536 -564 0
10000.0 -536 -565 0
10000.0 -536 -566 0
10000.0 -536 -567 0
10000.0 -536 -568 0
10000.0 -536 -569 0
10000.0 -536 -570 0
10000.0 -536 -571 0
10000.0 -536 -572 0
10000.0 -536 -573 0
10000.0 -536 -574 0
10000.0 -536 -575 0
10000.0 -536 -576 0
10000.0 -536 -577 0
10000.0 -536 -578 0
10000.0 -536 -579 0
10000.0 -536 -580 0
10000.0 -536 -581 0
10000.0 -536 -582 0
10000.0 -536 -583 0
10000.0 -536 -584 0
10000.0 -536 -585 0
10000.0 -536 -586 0
10000.0 -536 -587 0
10000.0 -536 -588 0
10000.0 -536 -589 0
10000.0 -536 -590 0
10000.0 -536 -591 0
10000.0 -536 -592 0
10000.0 -537 -538 0
10000.0 -537 -539 0
10000.0 -537 -540 0
10000.0 -537 -541 0
10000.0 -537 -542 0
10000.0 -537 -543 0
10000.0 -537 -544 0
10000.0 -537 -545 0
10000.0 -537 -546 0
10000.0 -537 -547 0
10000.0 -537 -548 0
10000.0 -537 -549 0
10000.0 -537 -550 0
10000.0 -537 -551 0
10000.0 -537 -552 0
10000.0 -537 -553 0
10000.0 -537 -554 0
10000.0 -537 -555 0
10000.0 -537 -556 0
10000.0 -537 -557 0
10000.0 -537 -558 0
10000.0 -537 -559 0
10000.0 -537 -560 0
10000.0 -537 -561 0
10000.0 -537 -562 0
10000.0 -537 -563 0
10000.0 -537 -564 0
10000.0 -537 -565 0
10000.0 -537 -566 0
10000.0 -537 -567 0
10000.0 -537 -568 0
10000.0 -537 -569 0
10000.0 -537 -570 0
10000.0 -537 -571 0
10000.0 -537 -572 0
10000.0 -537 -573 0
10000.0 -537 -574 0
10000.0 -537 -575 0
10000.0 -537 -576 0
10000.0 -537 -577 0
10000.0 -537 -578 0
10000.0 -537 -579 0
10000.0 -537 -580 0
10000.0 -537 -581 0
10000.0 -537 -582 0
10000.0 -537 -583 0
10000.0 -537 -584 0
10000.0 -537 -585 0
10000.0 -537 -586 0
10000.0 -537 -587 0
10000.0 -537 -588 0
10000.0 -537 -589 0
10000.0 -537 -590 0
10000.0 -537 -591 0
10000.0 -537 -592 0
10000.0 -538 -539 0
10000.0 -538 -540 0
10000.0 -538 -541 0
10000.0 -538 -542 0
10000.0 -538 -543 0
10000.0 -538 -544 0
10000.0 -538 -545 0
10000.0 -538 -546 0
10000.0 -538 -547 0
10000.0 -538 -548 0
10000.0 -538 -549 0
10000.0 -538 -550 0
10000.0 -538 -551 0
10000.0 -538 -552 0
10000.0 -538 -553 0
10000.0 -538 -554 0
10000.0 -538 -555 0
10000.0 -538 -556 0
10000.0 -538 -557 0
10000.0 -538 -558 0
10000.0 -538 -559 0
10000.0 -538 -560 0
10000.0 -538 -561 0
10000.0 -538 -562 0
10000.0 -538 -563 0
10000.0 -538 -564 0
10000.0 -538 -565 0
10000.0 -538 -566 0
10000.0 -538 -567 0
10000.0 -538 -568 0
10000.0 -538 -569 0
10000.0 -538 -570 0
10000.0 -538 -571 0
10000.0 -538 -572 0
10000.0 -538 -573 0
10000.0 -538 -574 0
10000.0 -538 -575 0
10000.0 -538 -576 0
10000.0 -538 -577 0
10000.0 -538 -578 0
10000.0 -538 -579 0
10000.0 -538 -580 0
10000.0 -538 -581 0
10000.0 -538 -582 0
10000.0 -538 -583 0
10000.0 -538 -584 0
10000.0 -538 -585 0
10000.0 -538 -586 0
10000.0 -538 -587 0
10000.0 -538 -588 0
10000.0 -538 -589 0
10000.0 -538 -590 0
10000.0 -538 -591 0
10000.0 -538 -592 0
10000.0 -539 -540 0
10000.0 -539 -541 0
10000.0 -539 -542 0
10000.0 -539 -543 0
10000.0 -539 -544 0
10000.0 -539 -545 0
10000.0 -539 -546 0
10000.0 -539 -547 0
10000.0 -539 -548 0
10000.0 -539 -549 0
10000.0 -539 -550 0
10000.0 -539 -551 0
10000.0 -539 -552 0
10000.0 -539 -553 0
10000.0 -539 -554 0
10000.0 -539 -555 0
10000.0 -539 -556 0
10000.0 -539 -557 0
10000.0 -539 -558 0
10000.0 -539 -559 0
10000.0 -539 -560 0
10000.0 -539 -561 0
10000.0 -539 -562 0
10000.0 -539 -563 0
10000.0 -539 -564 0
10000.0 -539 -565 0
10000.0 -539 -566 0
10000.0 -539 -567 0
10000.0 -539 -568 0
10000.0 -539 -569 0
10000.0 -539 -570 0
10000.0 -539 -571 0
10000.0 -539 -572 0
10000.0 -539 -573 0
10000.0 -539 -574 0
10000.0 -539 -575 0
10000.0 -539 -576 0
10000.0 -539 -577 0
10000.0 -539 -578 0
10000.0 -539 -579 0
10000.0 -539 -580 0
10000.0 -539 -581 0
10000.0 -539 -582 0
10000.0 -539 -583 0
10000.0 -539 -584 0
10000.0 -539 -585 0
10000.0 -539 -586 0
10000.0 -539 -587 0
10000.0 -539 -588 0
10000.0 -539 -589 0
10000.0 -539 -590 0
10000.0 -539 -591 0
10000.0 -539 -592 0
10000.0 -540 -541 0
10000.0 -540 -542 0
10000.0 -540 -543 0
10000.0 -540 -544 0
10000.0 -540 -545 0
10000.0 -540 -546 0
10000.0 -540 -547 0
10000.0 -540 -548 0
10000.0 -540 -549 0
10000.0 -540 -550 0
10000.0 -540 -551 0
10000.0 -540 -552 0
10000.0 -540 -553 0
10000.0 -540 -554 0
10000.0 -540 -555 0
10000.0 -540 -556 0
10000.0 -540 -557 0
10000.0 -540 -558 0
10000.0 -540 -559 0
10000.0 -540 -560 0
10000.0 -540 -561 0
10000.0 -540 -562 0
10000.0 -540 -563 0
10000.0 -540 -564 0
10000.0 -540 -565 0
10000.0 -540 -566 0
10000.0 -540 -567 0
10000.0 -540 -568 0
10000.0 -540 -569 0
10000.0 -540 -570 0
10000.0 -540 -571 0
10000.0 -540 -572 0
10000.0 -540 -573 0
10000.0 -540 -574 0
10000.0 -540 -575 0
10000.0 -540 -576 0
10000.0 -540 -577 0
10000.0 -540 -578 0
10000.0 -540 -579 0
10000.0 -540 -580 0
10000.0 -540 -581 0
10000.0 -540 -582 0
10000.0 -540 -583 0
10000.0 -540 -584 0
10000.0 -540 -585 0
10000.0 -540 -586 0
10000.0 -540 -587 0
10000.0 -540 -588 0
10000.0 -540 -589 0
10000.0 -540 -590 0
10000.0 -540 -591 0
10000.0 -540 -592 0
10000.0 -541 -542 0
10000.0 -541 -543 0
10000.0 -541 -544 0
10000.0 -541 -545 0
10000.0 -541 -546 0
10000.0 -541 -547 0
10000.0 -541 -548 0
10000.0 -541 -549 0
10000.0 -541 -550 0
10000.0 -541 -551 0
10000.0 -541 -552 0
10000.0 -541 -553 0
10000.0 -541 -554 0
10000.0 -541 -555 0
10000.0 -541 -556 0
10000.0 -541 -557 0
10000.0 -541 -558 0
10000.0 -541 -559 0
10000.0 -541 -560 0
10000.0 -541 -561 0
10000.0 -541 -562 0
10000.0 -541 -563 0
10000.0 -541 -564 0
10000.0 -541 -565 0
10000.0 -541 -566 0
10000.0 -541 -567 0
10000.0 -541 -568 0
10000.0 -541 -569 0
10000.0 -541 -570 0
10000.0 -541 -571 0
10000.0 -541 -572 0
10000.0 -541 -573 0
10000.0 -541 -574 0
10000.0 -541 -575 0
10000.0 -541 -576 0
10000.0 -541 -577 0
10000.0 -541 -578 0
10000.0 -541 -579 0
10000.0 -541 -580 0
10000.0 -541 -581 0
10000.0 -541 -582 0
10000.0 -541 -583 0
10000.0 -541 -584 0
10000.0 -541 -585 0
10000.0 -541 -586 0
10000.0 -541 -587 0
10000.0 -541 -588 0
10000.0 -541 -589 0
10000.0 -541 -590 0
10000.0 -541 -591 0
10000.0 -541 -592 0
10000.0 -542 -543 0
10000.0 -542 -544 0
10000.0 -542 -545 0
10000.0 -542 -546 0
10000.0 -542 -547 0
10000.0 -542 -548 0
10000.0 -542 -549 0
10000.0 -542 -550 0
10000.0 -542 -551 0
10000.0 -542 -552 0
10000.0 -542 -553 0
10000.0 -542 -554 0
10000.0 -542 -555 0
10000.0 -542 -556 0
10000.0 -542 -557 0
10000.0 -542 -558 0
10000.0 -542 -559 0
10000.0 -542 -560 0
10000.0 -542 -561 0
10000.0 -542 -562 0
10000.0 -542 -563 0
10000.0 -542 -564 0
10000.0 -542 -565 0
10000.0 -542 -566 0
10000.0 -542 -567 0
10000.0 -542 -568 0
10000.0 -542 -569 0
10000.0 -542 -570 0
10000.0 -542 -571 0
10000.0 -542 -572 0
10000.0 -542 -573 0
10000.0 -542 -574 0
10000.0 -542 -575 0
10000.0 -542 -576 0
10000.0 -542 -577 0
10000.0 -542 -578 0
10000.0 -542 -579 0
10000.0 -542 -580 0
10000.0 -542 -581 0
10000.0 -542 -582 0
10000.0 -542 -583 0
10000.0 -542 -584 0
10000.0 -542 -585 0
10000.0 -542 -586 0
10000.0 -542 -587 0
10000.0 -542 -588 0
10000.0 -542 -589 0
10000.0 -542 -590 0
10000.0 -542 -591 0
10000.0 -542 -592 0
10000.0 -543 -544 0
10000.0 -543 -545 0
10000.0 -543 -546 0
10000.0 -543 -547 0
10000.0 -543 -548 0
10000.0 -543 -549 0
10000.0 -543 -550 0
10000.0 -543 -551 0
10000.0 -543 -552 0
10000.0 -543 -553 0
10000.0 -543 -554 0
10000.0 -543 -555 0
10000.0 -543 -556 0
10000.0 -543 -557 0
10000.0 -543 -558 0
10000.0 -543 -559 0
10000.0 -543 -560 0
10000.0 -543 -561 0
10000.0 -543 -562 0
10000.0 -543 -563 0
10000.0 -543 -564 0
10000.0 -543 -565 0
10000.0 -543 -566 0
10000.0 -543 -567 0
10000.0 -543 -568 0
10000.0 -543 -569 0
10000.0 -543 -570 0
10000.0 -543 -571 0
10000.0 -543 -572 0
10000.0 -543 -573 0
10000.0 -543 -574 0
10000.0 -543 -575 0
10000.0 -543 -576 0
10000.0 -543 -577 0
10000.0 -543 -578 0
10000.0 -543 -579 0
10000.0 -543 -580 0
10000.0 -543 -581 0
10000.0 -543 -582 0
10000.0 -543 -583 0
10000.0 -543 -584 0
10000.0 -543 -585 0
10000.0 -543 -586 0
10000.0 -543 -587 0
10000.0 -543 -588 0
10000.0 -543 -589 0
10000.0 -543 -590 0
10000.0 -543 -591 0
10000.0 -543 -592 0
10000.0 -544 -545 0
10000.0 -544 -546 0
10000.0 -544 -547 0
10000.0 -544 -548 0
10000.0 -544 -549 0
10000.0 -544 -550 0
10000.0 -544 -551 0
10000.0 -544 -552 0
10000.0 -544 -553 0
10000.0 -544 -554 0
10000.0 -544 -555 0
10000.0 -544 -556 0
10000.0 -544 -557 0
10000.0 -544 -558 0
10000.0 -544 -559 0
10000.0 -544 -560 0
10000.0 -544 -561 0
10000.0 -544 -562 0
10000.0 -544 -563 0
10000.0 -544 -564 0
10000.0 -544 -565 0
10000.0 -544 -566 0
10000.0 -544 -567 0
10000.0 -544 -568 0
10000.0 -544 -569 0
10000.0 -544 -570 0
10000.0 -544 -571 0
10000.0 -544 -572 0
10000.0 -544 -573 0
10000.0 -544 -574 0
10000.0 -544 -575 0
10000.0 -544 -576 0
10000.0 -544 -577 0
10000.0 -544 -578 0
10000.0 -544 -579 0
10000.0 -544 -580 0
10000.0 -544 -581 0
10000.0 -544 -582 0
10000.0 -544 -583 0
10000.0 -544 -584 0
10000.0 -544 -585 0
10000.0 -544 -586 0
10000.0 -544 -587 0
10000.0 -544 -588 0
10000.0 -544 -589 0
10000.0 -544 -590 0
10000.0 -544 -591 0
10000.0 -544 -592 0
10000.0 -545 -546 0
10000.0 -545 -547 0
10000.0 -545 -548 0
10000.0 -545 -549 0
10000.0 -545 -550 0
10000.0 -545 -551 0
10000.0 -545 -552 0
10000.0 -545 -553 0
10000.0 -545 -554 0
10000.0 -545 -555 0
10000.0 -545 -556 0
10000.0 -545 -557 0
10000.0 -545 -558 0
10000.0 -545 -559 0
10000.0 -545 -560 0
10000.0 -545 -561 0
10000.0 -545 -562 0
10000.0 -545 -563 0
10000.0 -545 -564 0
10000.0 -545 -565 0
10000.0 -545 -566 0
10000.0 -545 -567 0
10000.0 -545 -568 0
10000.0 -545 -569 0
10000.0 -545 -570 0
10000.0 -545 -571 0
10000.0 -545 -572 0
10000.0 -545 -573 0
10000.0 -545 -574 0
10000.0 -545 -575 0
10000.0 -545 -576 0
10000.0 -545 -577 0
10000.0 -545 -578 0
10000.0 -545 -579 0
10000.0 -545 -580 0
10000.0 -545 -581 0
10000.0 -545 -582 0
10000.0 -545 -583 0
10000.0 -545 -584 0
10000.0 -545 -585 0
10000.0 -545 -586 0
10000.0 -545 -587 0
10000.0 -545 -588 0
10000.0 -545 -589 0
10000.0 -545 -590 0
10000.0 -545 -591 0
10000.0 -545 -592 0
10000.0 -546 -547 0
10000.0 -546 -548 0
10000.0 -546 -549 0
10000.0 -546 -550 0
10000.0 -546 -551 0
10000.0 -546 -552 0
10000.0 -546 -553 0
10000.0 -546 -554 0
10000.0 -546 -555 0
10000.0 -546 -556 0
10000.0 -546 -557 0
10000.0 -546 -558 0
10000.0 -546 -559 0
10000.0 -546 -560 0
10000.0 -546 -561 0
10000.0 -546 -562 0
10000.0 -546 -563 0
10000.0 -546 -564 0
10000.0 -546 -565 0
10000.0 -546 -566 0
10000.0 -546 -567 0
10000.0 -546 -568 0
10000.0 -546 -569 0
10000.0 -546 -570 0
10000.0 -546 -571 0
10000.0 -546 -572 0
10000.0 -546 -573 0
10000.0 -546 -574 0
10000.0 -546 -575 0
10000.0 -546 -576 0
10000.0 -546 -577 0
10000.0 -546 -578 0
10000.0 -546 -579 0
10000.0 -546 -580 0
10000.0 -546 -581 0
10000.0 -546 -582 0
10000.0 -546 -583 0
10000.0 -546 -584 0
10000.0 -546 -585 0
10000.0 -546 -586 0
10000.0 -546 -587 0
10000.0 -546 -588 0
10000.0 -546 -589 0
10000.0 -546 -590 0
10000.0 -546 -591 0
10000.0 -546 -592 0
10000.0 -547 -548 0
10000.0 -547 -549 0
